Application_Number,API,STAV,smazat
2022-321,PT/2022-321,Platný dokument na poshovovací lhůtě,NULL
2022-326,PT/2022-326,Platný dokument,NULL
2022-32,PT/2022-32,Platný dokument,NULL
2022-339,PT/2022-339,Platný dokument,NULL
2022-340,PT/2022-340,Platný dokument,NULL
2022-342,PT/2022-342,Platný dokument,NULL
2022-345,PT/2022-345,Platný dokument,NULL
2022-346,PT/2022-346,Platný dokument,NULL
2022-354,PT/2022-354,Zveřejněná přihláška,NULL
2022-359,PT/2022-359,Platný dokument,NULL
2022-35,PT/2022-35,Platný dokument,NULL
2022-370,PT/2022-370,Zveřejněná přihláška,NULL
2022-376,PT/2022-376,Zveřejněná přihláška,NULL
2022-377,PT/2022-377,Platný dokument,NULL
2022-378,PT/2022-378,Platný dokument,NULL
2022-384,PT/2022-384,Platný dokument,NULL
2022-392,PT/2022-392,Zveřejněná přihláška,NULL
2022-39545,PUV/39545,Platný dokument,NULL
2022-39546,PUV/39546,Platný dokument,NULL
2022-39547,PUV/39547,Platný dokument,NULL
2022-39549,PUV/39549,Platný dokument,NULL
2022-39550,PUV/39550,Platný dokument,NULL
2022-39551,PUV/39551,Platný dokument,NULL
2022-39558,PUV/39558,Platný dokument,NULL
2022-39559,PUV/39559,Platný dokument,NULL
2022-39571,PUV/39571,Platný dokument,NULL
2022-39573,PUV/39573,Platný dokument,NULL
2022-39581,PUV/39581,Platný dokument,NULL
2022-39598,PUV/39598,Platný dokument,NULL
2022-39599,PUV/39599,Platný dokument,NULL
2022-39611,PUV/39611,Platný dokument,NULL
2022-39616,PUV/39616,Platný dokument,NULL
2022-39618,PUV/39618,Platný dokument,NULL
2022-39621,PUV/39621,Platný dokument,NULL
2022-39627,PUV/39627,Platný dokument,NULL
2022-39628,PUV/39628,Platný dokument,NULL
2022-39629,PUV/39629,Platný dokument,NULL
2022-39634,PUV/39634,Platný dokument,NULL
2022-39641,PUV/39641,Platný dokument,NULL
2022-39647,PUV/39647,Platný dokument,NULL
2022-39663,PUV/39663,Platný dokument,NULL
2022-39665,PUV/39665,Platný dokument,NULL
2022-39671,PUV/39671,Platný dokument,NULL
2022-39672,PUV/39672,Platný dokument,NULL
2022-39679,PUV/39679,Platný dokument,NULL
2022-39683,PUV/39683,Platný dokument,NULL
2022-39684,PUV/39684,Platný dokument,NULL
2022-39691,PUV/39691,Platný dokument,NULL
2022-39693,PUV/39693,Platný dokument,NULL
2022-39704,PUV/39704,Platný dokument,NULL
2022-39705,PUV/39705,Platný dokument,NULL
2022-39718,PUV/39718,Platný dokument,NULL
2022-39721,PUV/39721,Platný dokument,NULL
2022-39724,PUV/39724,Platný dokument,NULL
2022-39725,PUV/39725,Platný dokument,NULL
2022-39732,PUV/39732,Platný dokument,NULL
2022-39734,PUV/39734,Platný dokument,NULL
2022-39741,PUV/39741,Platný dokument,NULL
2022-39742,PUV/39742,Platný dokument,NULL
2022-39746,PUV/39746,Platný dokument,NULL
2022-39747,PUV/39747,Platný dokument,NULL
2022-39748,PUV/39748,Platný dokument,NULL
2022-39752,PUV/39752,Platný dokument,NULL
2022-39756,PUV/39756,Platný dokument,NULL
2022-39763,PUV/39763,Platný dokument,NULL
2022-39764,PUV/39764,Platný dokument,NULL
2022-39765,PUV/39765,Platný dokument,NULL
2022-39771,PUV/39771,Platný dokument,NULL
2022-39775,PUV/39775,Platný dokument,NULL
2022-39776,PUV/39776,Platný dokument,NULL
2022-39778,PUV/39778,Platný dokument,NULL
2022-39784,PUV/39784,Platný dokument,NULL
2022-39791,PUV/39791,Platný dokument,NULL
2022-39800,PUV/39800,Platný dokument,NULL
2022-39809,PUV/39809,Platný dokument,NULL
2022-39818,PUV/39818,Platný dokument,NULL
2022-39820,PUV/39820,Platný dokument,NULL
2022-39821,PUV/39821,Platný dokument,NULL
2022-39824,PUV/39824,Platný dokument,NULL
2022-39830,PUV/39830,Platný dokument,NULL
2022-39834,PUV/39834,Platný dokument,NULL
2022-39835,PUV/39835,Platný dokument,NULL
2022-39837,PUV/39837,Platný dokument,NULL
2022-39839,PUV/39839,Platný dokument,NULL
2022-39840,PUV/39840,Platný dokument,NULL
2022-39841,PUV/39841,Platný dokument,NULL
2022-39843,PUV/39843,Platný dokument,NULL
2022-39851,PUV/39851,Platný dokument,NULL
2022-39860,PUV/39860,Platný dokument,NULL
2022-39863,PUV/39863,Platný dokument,NULL
2022-39873,PUV/39873,Platný dokument,NULL
2022-39875,PUV/39875,Platný dokument,NULL
2022-39882,PUV/39882,Platný dokument,NULL
2022-398,PT/2022-398,Platný dokument,NULL
2022-39909,PUV/39909,Platný dokument,NULL
2022-39916,PUV/39916,Platný dokument,NULL
2022-39932,PUV/39932,Platný dokument,NULL
2022-39950,PUV/39950,Platný dokument,NULL
2022-39952,PUV/39952,Platný dokument,NULL
2022-39957,PUV/39957,Platný dokument,NULL
2022-39961,PUV/39961,Platný dokument,NULL
2022-39965,PUV/39965,Platný dokument,NULL
2022-39973,PUV/39973,Platný dokument,NULL
2022-39984,PUV/39984,Platný dokument,NULL
2022-39989,PUV/39989,Platný dokument,NULL
2022-39991,PUV/39991,Platný dokument,NULL
2022-39994,PUV/39994,Platný dokument,NULL
2022-399,PT/2022-399,Platný dokument,NULL
2022-39,PT/2022-39,Platný dokument,NULL
2022-3,PT/2022-3,Platný dokument,NULL
2022-40019,PUV/40019,Platný dokument,NULL
2022-40020,PUV/40020,Platný dokument,NULL
2022-40032,PUV/40032,Platný dokument,NULL
2022-40036,PUV/40036,Platný dokument,NULL
2022-40047,PUV/40047,Platný dokument,NULL
2022-40048,PUV/40048,Platný dokument,NULL
2022-40052,PUV/40052,Platný dokument,NULL
2022-40057,PUV/40057,Platný dokument,NULL
2022-40066,PUV/40066,Platný dokument,NULL
2022-40071,PUV/40071,Platný dokument,NULL
2022-40072,PUV/40072,Platný dokument,NULL
2022-40077,PUV/40077,Platný dokument,NULL
2022-40078,PUV/40078,Platný dokument,NULL
2022-40080,PUV/40080,Platný dokument,NULL
2022-40086,PUV/40086,Platný dokument,NULL
2022-40090,PUV/40090,Platný dokument,NULL
2022-40105,PUV/40105,Platný dokument,NULL
2022-40106,PUV/40106,Platný dokument,NULL
2022-40108,PUV/40108,Platný dokument,NULL
2022-40122,PUV/40122,Platný dokument,NULL
2022-40123,PUV/40123,Platný dokument,NULL
2022-40128,PUV/40128,Platný dokument,NULL
2022-40129,PUV/40129,Platný dokument,NULL
2022-40130,PUV/40130,Platný dokument,NULL
2022-40132,PUV/40132,Platný dokument,NULL
2022-40137,PUV/40137,Platný dokument,NULL
2022-40143,PUV/40143,Platný dokument,NULL
2022-40145,PUV/40145,Platný dokument,NULL
2022-40146,PUV/40146,Platný dokument,NULL
2022-40147,PUV/40147,Platný dokument,NULL
2022-40148,PUV/40148,Platný dokument,NULL
2022-40155,PUV/40155,Platný dokument,NULL
2022-40156,PUV/40156,Platný dokument,NULL
2022-40161,PUV/40161,Platný dokument,NULL
2022-40164,PUV/40164,Platný dokument,NULL
2022-40165,PUV/40165,Platný dokument,NULL
2022-40167,PUV/40167,Platný dokument,NULL
2022-40170,PUV/40170,Platný dokument,NULL
2022-40171,PUV/40171,Platný dokument,NULL
2022-40172,PUV/40172,Platný dokument,NULL
2022-40180,PUV/40180,Platný dokument,NULL
2022-40181,PUV/40181,Platný dokument,NULL
2022-40187,PUV/40187,Platný dokument,NULL
2022-40211,PUV/40211,Platný dokument,NULL
2022-40212,PUV/40212,Platný dokument,NULL
2022-40213,PUV/40213,Platný dokument,NULL
2022-40214,PUV/40214,Platný dokument,NULL
2022-40217,PUV/40217,Platný dokument,NULL
2022-40219,PUV/40219,Platný dokument,NULL
2022-40227,PUV/40227,Platný dokument,NULL
2022-40229,PUV/40229,Platný dokument,NULL
2022-40232,PUV/40232,Platný dokument,NULL
2022-40233,PUV/40233,Platný dokument,NULL
2022-40241,PUV/40241,Platný dokument,NULL
2022-40248,PUV/40248,Platný dokument,NULL
2022-40249,PUV/40249,Platný dokument,NULL
2022-40250,PUV/40250,Platný dokument,NULL
2022-40255,PUV/40255,Platný dokument,NULL
2022-40266,PUV/40266,Platný dokument,NULL
2022-40274,PUV/40274,Platný dokument,NULL
2022-40289,PUV/40289,Platný dokument,NULL
2022-40291,PUV/40291,Platný dokument,NULL
2022-40293,PUV/40293,Platný dokument,NULL
2022-40294,PUV/40294,Platný dokument,NULL
2022-40296,PUV/40296,Platný dokument,NULL
2022-40300,PUV/40300,Platný dokument,NULL
2022-40305,PUV/40305,Platný dokument,NULL
2022-40318,PUV/40318,Platný dokument,NULL
2022-40323,PUV/40323,Platný dokument,NULL
2022-40334,PUV/40334,Platný dokument,NULL
2022-40335,PUV/40335,Platný dokument,NULL
2022-40336,PUV/40336,Platný dokument,NULL
2022-40338,PUV/40338,Platný dokument,NULL
2022-40343,PUV/40343,Platný dokument,NULL
2022-40344,PUV/40344,Platný dokument,NULL
2022-40353,PUV/40353,Platný dokument,NULL
2022-40359,PUV/40359,Platný dokument,NULL
2022-40361,PUV/40361,Platný dokument,NULL
2022-40363,PUV/40363,Platný dokument,NULL
2022-40366,PUV/40366,Platný dokument,NULL
2022-40368,PUV/40368,Platný dokument,NULL
2022-40369,PUV/40369,Platný dokument,NULL
2022-40371,PUV/40371,Platný dokument,NULL
2022-40373,PUV/40373,Platný dokument,NULL
2022-40379,PUV/40379,Platný dokument,NULL
2022-40380,PUV/40380,Platný dokument,NULL
2022-40381,PUV/40381,Platný dokument,NULL
2022-40382,PUV/40382,Platný dokument,NULL
2022-40396,PUV/40396,Platný dokument,NULL
2022-40399,PUV/40399,Platný dokument,NULL
2022-40401,PUV/40401,Platný dokument,NULL
2022-40402,PUV/40402,Platný dokument,NULL
2022-40406,PUV/40406,Platný dokument,NULL
2022-40408,PUV/40408,Platný dokument,NULL
2022-40410,PUV/40410,Platný dokument,NULL
2022-40412,PUV/40412,Platný dokument,NULL
2022-40414,PUV/40414,Platný dokument,NULL
2022-40415,PUV/40415,Platný dokument,NULL
2022-40420,PUV/40420,Platný dokument,NULL
2022-40421,PUV/40421,Platný dokument,NULL
2022-40422,PUV/40422,Platný dokument,NULL
2022-40423,PUV/40423,Platný dokument,NULL
2022-40424,PUV/40424,Platný dokument,NULL
2022-40425,PUV/40425,Platný dokument,NULL
2022-40427,PUV/40427,Platný dokument,NULL
2022-40431,PUV/40431,Platný dokument,NULL
2022-40432,PUV/40432,Platný dokument,NULL
2022-40449,PUV/40449,Platný dokument,NULL
2022-40455,PUV/40455,Platný dokument,NULL
2022-40456,PUV/40456,Platný dokument,NULL
2022-40465,PUV/40465,Platný dokument,NULL
2022-40468,PUV/40468,Platný dokument,NULL
2022-40472,PUV/40472,Platný dokument,NULL
2022-40473,PUV/40473,Platný dokument,NULL
2022-40480,PUV/40480,Platný dokument,NULL
2022-40492,PUV/40492,Platný dokument,NULL
2022-40493,PUV/40493,Platný dokument,NULL
2022-40497,PUV/40497,Platný dokument,NULL
2022-40498,PUV/40498,Platný dokument,NULL
2022-40499,PUV/40499,Platný dokument,NULL
2022-40507,PUV/40507,Platný dokument,NULL
2022-40510,PUV/40510,Platný dokument,NULL
2022-40514,PUV/40514,Platný dokument,NULL
2022-40516,PUV/40516,Platný dokument,NULL
2022-40517,PUV/40517,Platný dokument,NULL
2022-40522,PUV/40522,Platný dokument,NULL
2022-40523,PUV/40523,Platný dokument,NULL
2022-40524,PUV/40524,Platný dokument,NULL
2022-40531,PUV/40531,Platný dokument,NULL
2022-40538,PUV/40538,Platný dokument,NULL
2022-40539,PUV/40539,Platný dokument,NULL
2022-40542,PUV/40542,Platný dokument,NULL
2022-40550,PUV/40550,Platný dokument,NULL
2022-40553,PUV/40553,Platný dokument,NULL
2022-40558,PUV/40558,Platný dokument,NULL
2022-40561,PUV/40561,Platný dokument,NULL
2022-40562,PUV/40562,Platný dokument,NULL
2022-40565,PUV/40565,Platný dokument,NULL
2022-40566,PUV/40566,Platný dokument,NULL
2022-40567,PUV/40567,Platný dokument,NULL
2022-40573,PUV/40573,Platný dokument,NULL
2022-40575,PUV/40575,Platný dokument,NULL
2022-40576,PUV/40576,Platný dokument,NULL
2022-40578,PUV/40578,Platný dokument,NULL
2022-40581,PUV/40581,Platný dokument,NULL
2022-40582,PUV/40582,Platný dokument,NULL
2022-40583,PUV/40583,Platný dokument,NULL
2022-40587,PUV/40587,Platný dokument,NULL
2022-40588,PUV/40588,Platný dokument,NULL
2022-40591,PUV/40591,Platný dokument,NULL
2022-40592,PUV/40592,Platný dokument,NULL
2022-40593,PUV/40593,Platný dokument,NULL
2022-40594,PUV/40594,Platný dokument,NULL
2022-40601,PUV/40601,Platný dokument,NULL
2022-40604,PUV/40604,Platný dokument,NULL
2022-40605,PUV/40605,Platný dokument,NULL
2022-40611,PUV/40611,Platný dokument,NULL
2022-40612,PUV/40612,Platný dokument,NULL
2022-40615,PUV/40615,Platný dokument,NULL
2022-40616,PUV/40616,Platný dokument,NULL
2022-40618,PUV/40618,Platný dokument,NULL
2022-40619,PUV/40619,Platný dokument,NULL
2022-40620,PUV/40620,Platný dokument,NULL
2022-40622,PUV/40622,Platný dokument,NULL
2022-40624,PUV/40624,Platný dokument,NULL
2022-40628,PUV/40628,Platný dokument,NULL
2022-40629,PUV/40629,Platný dokument,NULL
2022-40630,PUV/40630,Platný dokument,NULL
2022-40632,PUV/40632,Platný dokument,NULL
2022-40638,PUV/40638,Platný dokument,NULL
2022-40639,PUV/40639,Platný dokument,NULL
2022-40640,PUV/40640,Platný dokument,NULL
2022-409,PT/2022-409,Platný dokument,NULL
2022-410,PT/2022-410,Platný dokument,NULL
2022-420,PT/2022-420,Platný dokument,NULL
2022-421,PT/2022-421,Platný dokument,NULL
2022-422,PT/2022-422,Platný dokument,NULL
2022-423,PT/2022-423,Platný dokument,NULL
2022-431,PT/2022-431,Platný dokument,NULL
2022-442,PT/2022-442,Platný dokument,NULL
2022-444,PT/2022-444,Platný dokument,NULL
2022-446,PT/2022-446,Platný dokument,NULL
2022-448,PT/2022-448,Platný dokument,NULL
2022-44,PT/2022-44,Platný dokument,NULL
2022-450,PT/2022-450,Platný dokument na poshovovací lhůtě,NULL
2022-45,PT/2022-45,Platný dokument,NULL
2022-466003,EP/4186614,Platný dokument,NULL
2022-474,PT/2022-474,Platný dokument,NULL
2022-475,PT/2022-475,Platný dokument,NULL
2022-478,PT/2022-478,Platný dokument,NULL
2022-482,PT/2022-482,Platný dokument,NULL
2022-485,PT/2022-485,Platný dokument,NULL
2022-488,PT/2022-488,Platný dokument,NULL
2022-495,PT/2022-495,Platný dokument,NULL
2022-502,PT/2022-502,Zveřejněná přihláška,NULL
2022-503,PT/2022-503,Zveřejněná přihláška,NULL
2022-509,PT/2022-509,Platný dokument,NULL
2022-514,PT/2022-514,Zveřejněná přihláška,NULL
2022-521,PT/2022-521,Platný dokument,NULL
2022-530,PT/2022-530,Zveřejněná přihláška,NULL
2022-539,PT/2022-539,Platný dokument,NULL
2022-541,PT/2022-541,Platný dokument,NULL
2022-546,PT/2022-546,Zveřejněná přihláška,NULL
2022-548,PT/2022-548,Zveřejněná přihláška,NULL
2022-551,PT/2022-551,Platný dokument,NULL
2022-552,PT/2022-552,Platný dokument,NULL
2022-553,PT/2022-553,Platný dokument,NULL
2022-555,PT/2022-555,Zveřejněná přihláška,NULL
2022-64,PT/2022-64,Platný dokument,NULL
2022-66,PT/2022-66,Zveřejněná přihláška,NULL
2022-712796,EP/4225982,Platný dokument,NULL
2022-71,PT/2022-71,Zaniklý dokument,NULL
2022-744642,EP/4308797,Neúčinný EP od počátku,NULL
2022-80,PT/2022-80,Platný dokument,NULL
2022-82,PT/2022-82,Platný dokument,NULL
2022-86,PT/2022-86,Zveřejněná přihláška,NULL
2022-87,PT/2022-87,Platný dokument,NULL
2022-93,PT/2022-93,Platný dokument,NULL
2022-94,PT/2022-94,Platný dokument,NULL
2022-9,PT/2022-9,Platný dokument,NULL
2023-108,PT/2023-108,Zveřejněná přihláška,NULL
2023-114,PT/2023-114,Zveřejněná přihláška,NULL
2023-117,PT/2023-117,Platný dokument,NULL
2023-133,PT/2023-133,Platný dokument,NULL
2023-151,PT/2023-151,Platný dokument,NULL
2023-154,PT/2023-154,Zveřejněná přihláška,NULL
2023-174,PT/2023-174,Platný dokument,NULL
2023-178,PT/2023-178,Platný dokument,NULL
2023-179,PT/2023-179,Platný dokument,NULL
2023-197,PT/2023-197,Platný dokument,NULL
2023-201,PT/2023-201,Zveřejněná přihláška,NULL
2023-22,PT/2023-22,Platný dokument,NULL
2023-239,PT/2023-239,Platný dokument,NULL
2023-289,PT/2023-289,Zveřejněná přihláška,NULL
2023-303,PT/2023-303,Platný dokument,NULL
2023-320,PT/2023-320,Zveřejněná přihláška,NULL
2023-34,PT/2023-34,Platný dokument,NULL
2023-364,PT/2023-364,Platný dokument,NULL
2023-3,PT/2023-3,Zveřejněná přihláška,NULL
2023-40644,PUV/40644,Platný dokument,NULL
2023-40645,PUV/40645,Platný dokument,NULL
2023-40647,PUV/40647,Platný dokument,NULL
2023-40650,PUV/40650,Platný dokument,NULL
2023-40651,PUV/40651,Platný dokument,NULL
2023-40652,PUV/40652,Platný dokument,NULL
2023-40656,PUV/40656,Platný dokument,NULL
2023-40659,PUV/40659,Platný dokument,NULL
2023-40660,PUV/40660,Platný dokument,NULL
2023-40668,PUV/40668,Platný dokument,NULL
2023-40674,PUV/40674,Platný dokument,NULL
2023-40681,PUV/40681,Platný dokument,NULL
2023-40690,PUV/40690,Platný dokument,NULL
2023-40692,PUV/40692,Platný dokument,NULL
2023-40696,PUV/40696,Platný dokument,NULL
2023-40697,PUV/40697,Platný dokument,NULL
2023-40698,PUV/40698,Platný dokument,NULL
2023-40704,PUV/40704,Platný dokument,NULL
2023-40711,PUV/40711,Platný dokument,NULL
2023-40712,PUV/40712,Platný dokument,NULL
2023-40720,PUV/40720,Platný dokument,NULL
2023-40721,PUV/40721,Platný dokument,NULL
2023-40722,PUV/40722,Platný dokument,NULL
2023-40733,PUV/40733,Platný dokument,NULL
2023-40734,PUV/40734,Platný dokument,NULL
2023-40735,PUV/40735,Platný dokument,NULL
2023-40740,PUV/40740,Platný dokument,NULL
2023-40745,PUV/40745,Platný dokument,NULL
2023-40750,PUV/40750,Platný dokument,NULL
2023-40753,PUV/40753,Platný dokument,NULL
2023-40757,PUV/40757,Platný dokument,NULL
2023-40758,PUV/40758,Platný dokument,NULL
2023-40760,PUV/40760,Platný dokument,NULL
2023-40761,PUV/40761,Platný dokument,NULL
2023-40762,PUV/40762,Platný dokument,NULL
2023-40763,PUV/40763,Platný dokument,NULL
2023-40764,PUV/40764,Platný dokument,NULL
2023-40770,PUV/40770,Platný dokument,NULL
2023-40776,PUV/40776,Platný dokument,NULL
2023-40777,PUV/40777,Platný dokument,NULL
2023-40780,PUV/40780,Platný dokument,NULL
2023-40781,PUV/40781,Platný dokument,NULL
2023-40787,PUV/40787,Platný dokument,NULL
2023-40794,PUV/40794,Platný dokument,NULL
2023-40796,PUV/40796,Platný dokument,NULL
2023-40799,PUV/40799,Platný dokument,NULL
2023-40808,PUV/40808,Platný dokument,NULL
2023-40810,PUV/40810,Platný dokument,NULL
2023-40814,PUV/40814,Platný dokument,NULL
2023-40818,PUV/40818,Platný dokument,NULL
2023-40820,PUV/40820,Platný dokument,NULL
2023-40821,PUV/40821,Platný dokument,NULL
2023-40823,PUV/40823,Platný dokument,NULL
2023-40825,PUV/40825,Platný dokument,NULL
2023-40836,PUV/40836,Platný dokument,NULL
2023-40849,PUV/40849,Platný dokument,NULL
2023-40861,PUV/40861,Platný dokument,NULL
2023-40865,PUV/40865,Platný dokument,NULL
2023-40870,PUV/40870,Platný dokument,NULL
2023-40874,PUV/40874,Platný dokument,NULL
2023-40875,PUV/40875,Platný dokument,NULL
2023-40876,PUV/40876,Platný dokument,NULL
2023-40892,PUV/40892,Platný dokument,NULL
2023-40900,PUV/40900,Platný dokument,NULL
2023-40901,PUV/40901,Platný dokument,NULL
2023-40902,PUV/40902,Platný dokument,NULL
2023-40903,PUV/40903,Platný dokument,NULL
2023-40904,PUV/40904,Platný dokument,NULL
2023-40905,PUV/40905,Platný dokument,NULL
2023-40906,PUV/40906,Platný dokument,NULL
2023-40909,PUV/40909,Platný dokument,NULL
2023-40915,PUV/40915,Platný dokument,NULL
2023-40920,PUV/40920,Platný dokument,NULL
2023-40928,PUV/40928,Platný dokument,NULL
2023-40946,PUV/40946,Platný dokument,NULL
2023-40954,PUV/40954,Platný dokument,NULL
2023-40957,PUV/40957,Platný dokument,NULL
2023-40968,PUV/40968,Platný dokument,NULL
2023-40982,PUV/40982,Platný dokument,NULL
2023-40986,PUV/40986,Platný dokument,NULL
2023-40991,PUV/40991,Platný dokument,NULL
2023-40992,PUV/40992,Platný dokument,NULL
2023-40993,PUV/40993,Platný dokument,NULL
2023-40994,PUV/40994,Platný dokument,NULL
2023-41012,PUV/41012,Platný dokument,NULL
2023-41021,PUV/41021,Platný dokument,NULL
2023-41022,PUV/41022,Platný dokument,NULL
2023-41025,PUV/41025,Platný dokument,NULL
2023-41043,PUV/41043,Platný dokument,NULL
2023-41048,PUV/41048,Platný dokument,NULL
2023-41058,PUV/41058,Platný dokument,NULL
2023-41060,PUV/41060,Platný dokument,NULL
2023-41068,PUV/41068,Platný dokument,NULL
2023-41076,PUV/41076,Platný dokument,NULL
2023-41077,PUV/41077,Platný dokument,NULL
2023-41082,PUV/41082,Platný dokument,NULL
2023-41083,PUV/41083,Platný dokument,NULL
2023-41084,PUV/41084,Platný dokument,NULL
2023-41086,PUV/41086,Platný dokument,NULL
2023-41094,PUV/41094,Platný dokument,NULL
2023-41097,PUV/41097,Platný dokument,NULL
2023-41100,PUV/41100,Platný dokument,NULL
2023-41102,PUV/41102,Platný dokument,NULL
2023-41107,PUV/41107,Platný dokument,NULL
2023-41117,PUV/41117,Platný dokument,NULL
2023-41119,PUV/41119,Platný dokument,NULL
2023-41121,PUV/41121,Platný dokument,NULL
2023-41123,PUV/41123,Platný dokument,NULL
2023-41128,PUV/41128,Platný dokument,NULL
2023-41130,PUV/41130,Platný dokument,NULL
2023-41131,PUV/41131,Platný dokument,NULL
